name	CK12	DA21	CK31	DA23	DA13	DA12	A11	AD32	A21	CK21	AD22	CK22	AD21	AD12	DA22	A23	CK23	AD33	AD31	DA11	CK33	AD23	A22	AD11	AD13	CK13	A13	A12	CK11	CK32
Pontibacter_sp._SGAir0037	0	0	0	2.75E-06	0	0	2.93E-07	0	0	6.18E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03E-06	0	0	0	0
Mangrovivirga_cuniculi	1.54E-06	7.05E-07	0	3.30E-06	1.01E-06	5.32E-07	1.47E-06	0	0	0	9.15E-07	0	5.04E-07	9.75E-07	1.02E-06	9.62E-07	8.20E-07	1.14E-06	0	5.60E-07	0	0	8.73E-07	1.38E-06	9.70E-07	1.52E-06	1.37E-06	3.34E-07	0	0
Marivirga_tractuosa	1.13E-05	4.94E-06	5.74E-07	3.85E-06	1.06E-05	1.22E-05	5.28E-06	2.20E-06	6.35E-06	7.72E-06	3.36E-06	4.37E-06	2.52E-06	7.47E-06	1.02E-06	3.37E-06	4.10E-06	1.14E-06	2.04E-06	8.40E-06	1.67E-06	1.86E-06	6.98E-06	3.79E-06	9.37E-06	1.22E-05	5.74E-06	2.34E-06	1.33E-05	6.71E-07
Persicobacter_sp._JZB09	8.20E-06	3.53E-06	5.74E-07	5.50E-07	8.56E-06	2.66E-06	1.47E-06	2.20E-06	4.23E-06	2.32E-06	8.24E-06	5.82E-06	2.01E-06	1.30E-06	5.12E-07	8.17E-06	3.28E-06	2.28E-06	2.04E-06	5.60E-06	1.67E-06	2.20E-06	3.93E-06	3.10E-06	2.59E-06	5.58E-06	4.37E-06	3.34E-06	6.90E-06	5.36E-06
Arcticibacterium_luteifluviistationis	0.00012811	3.38E-05	1.15E-06	1.81E-05	0.000236683	0.000111234	0.000255105	2.20E-06	4.27E-05	2.32E-05	1.71E-05	2.84E-05	9.06E-06	0.000100079	2.05E-05	1.15E-05	1.31E-05	6.26E-06	4.09E-06	6.50E-05	2.92E-06	8.11E-06	1.75E-05	0.00044885	0.00031355	0.001181525	0.000261261	0.000181911	0.000289467	7.38E-06
Dyadobacter_fermentans	0	0	0	0	0	0	0	0	4.23E-07	0	0	1.46E-06	0	0	0	1.44E-06	0	0	0	0	0	0	0	0	3.23E-07	0	0	0	0	0
Dyadobacter_sandarakinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.62E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34E-06
Dyadobacter_sp._32	0	0	0	0	0	0	0	0	0	0	3.05E-07	0	0	0	0	0	8.20E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyadobacter_sp._NIV53	0	0	0	0	0	0	0	0	0	7.72E-07	0	0	2.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibrella_aestuarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45E-07	0	0	0	0	0	0
Leadbetterella_byssophila	0	0	5.74E-07	2.03E-05	0	0	2.05E-06	0	1.48E-05	5.41E-06	0	5.09E-06	0	0	0	2.40E-06	6.56E-06	3.42E-06	0	0	0	3.38E-07	6.11E-06	0	0	0	3.01E-06	0	1.48E-06	4.69E-06
Runella_rosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.81E-07	0	0	5.11E-07	0	0	0	0	0	0	0	0	0	0	1.34E-06
Runella_sp._SP2	0	0	0	0	5.04E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69E-07	0	0	6.46E-07	0	0	0	0	0
Cytophagales_bacterium_Alg240-R148	1.54E-06	1.41E-06	5.74E-07	5.50E-06	4.03E-06	2.13E-06	1.76E-06	5.71E-06	1.69E-06	5.41E-06	3.97E-06	5.09E-06	9.06E-06	1.30E-06	3.59E-06	0	4.10E-06	2.85E-06	0	6.16E-06	2.92E-06	1.18E-06	1.09E-05	1.38E-06	3.23E-06	1.01E-06	1.91E-06	2.00E-06	4.93E-07	0
Cytophagales_bacterium_TFI_002	0.009494517	5.57E-05	4.59E-06	9.51E-05	0.008482821	0.006564952	0.006747962	4.84E-06	0.000187016	0.000153689	2.07E-05	0.000298409	9.06E-06	0.006890201	3.84E-05	2.93E-05	0.000189493	3.42E-06	4.60E-06	0.008573573	4.58E-06	2.69E-05	6.64E-05	0.004232018	0.004837398	0.006378209	0.004732214	0.006434629	0.006144877	9.39E-06
Blattabacterium_cuenoti	0	0	0	0	0	0	0	0	0	2.32E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23E-07	0	0	0	0	0
Blattabacterium_sp._(Nauphoeta_cinerea)	0	0	0	0	0	0	2.93E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blattabacterium_sp._DPU	0	0	0	0	0	0	0	0	0	0	0	0	5.04E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Fluviicola_riflensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34E-07	0	0
Fluviicola_taffensis	9.74E-06	6.35E-06	2.87E-07	0	1.01E-05	5.32E-06	2.35E-05	0	4.78E-05	2.24E-05	6.10E-07	2.26E-05	1.51E-06	2.89E-05	0	1.87E-05	1.23E-05	0	1.02E-06	1.40E-05	0	6.76E-07	2.44E-05	2.86E-05	3.62E-05	8.62E-06	2.84E-05	2.87E-05	1.04E-05	0
Cryomorphaceae_bacterium	0	0	0	0	0	0	0	0	0	7.72E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20E-07	0	0	0
Cryomorphaceae_bacterium_CECT_30217	2.20E-05	2.54E-05	6.03E-06	8.74E-05	2.52E-05	2.71E-05	4.02E-05	2.20E-06	5.46E-05	1.93E-05	3.05E-05	4.00E-05	3.50E-05	2.34E-05	3.43E-05	2.64E-05	2.71E-05	1.31E-05	8.68E-06	2.07E-05	9.58E-06	2.43E-05	6.07E-05	2.34E-05	2.13E-05	4.51E-05	3.12E-05	4.54E-05	2.96E-05	4.02E-06
uncultured_Cryomorphaceae_bacterium	0.000192678	0.000614125	0.000185055	0.001047575	0.000344449	0.000145296	8.24E-05	0.00052133	0.001819387	0.0011322	0.001243803	0.000350084	0.000700698	5.10E-05	0.000654241	0.000456245	0.001907231	0.00065547	0.000485123	0.00030756	0.000110838	0.000260922	0.000144926	0.000110661	3.01E-05	0.000190667	5.49E-05	6.88E-05	0.000358011	0.000363472
Aegicerativicinus_sediminis	1.84E-05	1.97E-05	2.87E-06	2.20E-05	1.51E-05	2.08E-05	1.38E-05	4.84E-06	1.57E-05	1.47E-05	9.46E-06	2.84E-05	6.55E-06	1.95E-05	1.54E-05	8.65E-06	3.77E-05	1.71E-06	2.04E-06	2.35E-05	3.75E-06	7.77E-06	9.17E-06	1.03E-05	1.10E-05	2.23E-05	1.23E-05	1.70E-05	2.47E-05	0
Aequorivita_sp._H23M31	0.000316176	9.80E-05	0	0.000182474	0.000212008	0.000217679	0.000204377	0	0.001032396	0.000237098	6.65E-05	0.000328249	4.13E-05	0.000178713	6.40E-05	0.000112499	0.000231329	0	8.17E-06	0.00030924	9.17E-06	0.000140172	0.000361878	0.000167543	0.000158715	0.000312876	0.000185288	0.000133512	0.000249523	1.54E-05
Aequorivita_sublithincola	0.000937768	7.40E-05	0.00013456	0.000246229	0.001011694	0.000676986	0.000274751	1.45E-05	0.001637448	0.000314328	0.000149452	0.000141198	0.00031447	0.000412665	5.79E-05	0.000135095	0.000549611	1.42E-05	0.000274222	0.001147886	1.63E-05	0.000239474	0.000742527	0.00029682	0.000437677	0.000696238	0.000335868	0.000343794	0.000593234	1.48E-05
Aggregatimonas_sangjinii	8.35E-05	1.06E-05	2.01E-06	3.19E-05	0.000102227	6.49E-05	6.42E-05	4.40E-07	1.44E-05	2.55E-05	7.93E-06	2.69E-05	5.29E-06	6.69E-05	9.73E-06	5.29E-06	2.38E-05	3.99E-06	0	7.96E-05	4.17E-07	4.73E-06	5.24E-06	6.34E-05	5.11E-05	6.64E-05	5.90E-05	7.14E-05	8.33E-05	7.38E-06
Algibacter_alginicilyticus	0.00052269	0.000765012	8.26E-05	0.001145407	0.000396318	0.000443873	0.000278856	9.06E-05	0.002358856	0.000663411	0.000856144	0.000794786	0.000478881	0.00031616	0.000333012	0.001079314	0.000741564	0.000146925	0.000103663	0.000414561	9.21E-05	0.000383867	0.001698077	0.000246488	0.000370442	0.000475146	0.000285583	0.000255009	0.000526168	0.000278975
Algibacter_sp._L1A34	0.000855777	0.001078067	7.03E-05	0.001455942	0.000653648	0.000742981	0.001413046	0.000117365	0.001520669	0.001137606	0.000783248	0.001034968	0.00047158	0.001439128	0.000565096	0.000876432	0.001231292	0.000359911	0.00013992	0.000704754	0.000104171	0.000291827	0.001341	0.001314835	0.001534779	0.000912766	0.001423272	0.001433589	0.001049871	0.000446629
Algibacter_sp._L3A6	0.009815818	0.000334208	2.32E-05	0.000457283	0.007240991	0.007513371	0.051335884	4.26E-05	0.000360069	0.000203889	0.000198557	0.000195057	8.86E-05	0.053003046	0.000210054	0.000178844	0.000258399	5.92E-05	3.93E-05	0.007464902	6.00E-05	9.24E-05	0.000213024	0.044839186	0.053087902	0.010347729	0.047515902	0.04834917	0.01001791	0.000114004
Amniculibacterium_sp._G2-70	0	3.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.97E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Antarcticibacterium_arcticum	1.02E-06	0	0	1.65E-06	0	0	2.93E-07	4.40E-07	1.27E-06	7.72E-07	9.15E-07	7.28E-07	0	0	0	0	0	0	0	5.60E-07	0	3.38E-07	4.37E-07	3.45E-07	0	0	0	1.00E-06	0	0
Antarcticibacterium_flavum	2.31E-05	4.37E-05	1.15E-06	5.22E-05	2.67E-05	1.92E-05	3.14E-05	7.47E-06	2.33E-05	1.31E-05	1.46E-05	8.73E-06	7.05E-06	1.53E-05	1.49E-05	1.49E-05	5.74E-06	9.11E-06	5.62E-06	2.97E-05	3.75E-06	8.61E-06	3.01E-05	1.65E-05	2.36E-05	2.79E-05	3.63E-05	2.57E-05	3.11E-05	2.01E-06
Aquimarina_sp._AD1	1.74E-05	8.46E-06	1.15E-06	9.34E-06	1.31E-05	1.65E-05	1.26E-05	0	2.16E-05	1.24E-05	1.28E-05	5.82E-06	4.03E-06	8.45E-06	7.17E-06	1.06E-05	1.89E-05	4.56E-06	1.53E-06	1.62E-05	2.92E-06	7.60E-06	1.31E-05	1.07E-05	1.52E-05	1.12E-05	1.56E-05	9.35E-06	1.04E-05	2.01E-06
Aquimarina_sp._AD10	0.000108638	8.81E-05	1.46E-05	0.000207756	0.00010122	8.83E-05	8.01E-05	1.14E-05	0.000181516	0.000221652	8.57E-05	0.000256923	4.10E-05	0.000103979	6.10E-05	7.64E-05	0.00028711	4.78E-05	1.38E-05	7.23E-05	3.13E-05	5.62E-05	0.000229611	0.000117211	7.63E-05	0.000101418	7.84E-05	7.38E-05	0.000111447	3.49E-05
Aquimarina_sp._BL5	3.18E-05	4.23E-06	0	8.24E-06	2.52E-05	4.84E-05	1.08E-05	0	1.69E-06	3.24E-05	6.10E-07	8.01E-06	1.01E-06	1.01E-05	5.12E-06	0	6.56E-06	0	2.04E-06	9.08E-05	0	8.44E-07	1.75E-06	1.79E-05	2.94E-05	3.50E-05	1.23E-05	1.07E-05	1.18E-05	6.71E-07
Aquimarina_sp._DIK55	0	0	0	0	2.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquimarina_sp._TRL1	5.12E-07	2.12E-06	8.61E-07	2.20E-06	0	5.32E-07	1.17E-06	0	1.27E-06	2.32E-06	1.83E-06	0	5.04E-07	9.75E-07	1.54E-06	0	2.46E-06	2.85E-06	0	1.68E-06	0	5.07E-07	8.73E-07	3.45E-07	0	1.01E-06	1.37E-06	3.34E-07	3.45E-06	6.71E-07
Arenibacter_algicola	0.040866703	0.010318139	0.002729063	0.012928696	0.037332471	0.028458415	0.030547481	0.002015868	0.029755855	0.016475598	0.007813572	0.017574084	0.005951524	0.02726414	0.007342661	0.030758284	0.019060002	0.001222101	0.001762784	0.035282518	0.002319258	0.006372738	0.03827657	0.03095137	0.033035569	0.035098911	0.029344866	0.025608675	0.031591307	0.002133221
Arenibacter_catalasegens	6.82E-05	0	0	0	3.27E-05	3.30E-05	1.23E-05	0	0	0	9.82E-05	0	0.000172216	1.04E-05	0	0	0	0.000234056	0	0.000107562	7.75E-05	0	0	4.59E-05	3.52E-05	9.23E-05	6.29E-06	1.44E-05	0.000214511	0
Arenibacter_latericius	0	0	0	0	0	0	0	0	0	9.81E-05	1.74E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aureibaculum_algae	0.020284487	0.004252337	0.001594057	0.005192804	0.015960999	0.021405948	0.023309835	0.000576716	0.013364029	0.001434172	0.006676825	0.001840672	0.003063632	0.019697429	0.001992437	0.003722071	0.001345315	0.001153194	0.000526997	0.019076537	0.0012613	0.007416593	0.006143196	0.025916455	0.026208259	0.023681217	0.027622073	0.023589967	0.024013397	0.002018546
Candidatus_Arcticimaribacter_forsetii	0.000150145	0.000192487	2.52E-05	0.000290199	0.000128917	0.000102719	7.30E-05	2.42E-05	0.000431999	0.000291932	0.000253153	0.000248916	0.000137471	7.44E-05	8.86E-05	0.000194228	0.000410157	4.56E-05	4.70E-05	0.000112044	2.08E-05	9.90E-05	0.000396363	9.48E-05	7.69E-05	0.00011866	7.98E-05	7.41E-05	0.000141035	8.45E-05
Capnocytophaga_canimorsus	0	5.64E-06	0	5.50E-07	5.04E-07	0	0	4.40E-07	0	0	1.22E-06	0	2.52E-07	0	0	4.81E-07	2.46E-06	0	1.53E-06	0	0	1.69E-07	1.75E-06	0	0	0	0	0	0	2.68E-06
Capnocytophaga_gingivalis	0	0	1.43E-06	3.30E-06	1.51E-06	0	0	2.20E-06	8.46E-07	2.63E-05	1.53E-06	1.46E-05	2.77E-06	0	4.10E-06	0	2.30E-05	8.54E-06	0	1.68E-06	3.75E-06	3.38E-07	3.93E-06	1.72E-06	1.29E-06	0	0	0	0	4.02E-06
Capnocytophaga_sp._oral_taxon_902	0	0	0	0	0	0	0	2.20E-06	0	2.32E-06	0	0	0	0	0	0	0	5.13E-06	2.04E-06	0	0	0	0	0	0	0	0	0	0	1.34E-05
Capnocytophaga_sputigena	0	0	0	3.30E-06	0	3.19E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_stomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93E-07	0
Cellulophaga_algicola	0.000508854	4.23E-05	1.84E-05	8.96E-05	0.000428044	0.000473145	0.000856507	2.20E-06	4.91E-05	1.47E-05	2.99E-05	2.40E-05	1.23E-05	0.000588128	4.10E-05	2.07E-05	2.87E-05	5.13E-06	4.60E-06	0.000441452	4.58E-06	3.73E-05	4.10E-05	0.000686031	0.000707265	0.000465004	0.000807832	0.000884853	0.000525675	9.39E-06
Cellulophaga_baltica	0.325074483	0.129808733	0.051960065	0.174318925	0.298655741	0.314307657	0.362007798	0.012441147	0.085045743	0.068611641	0.062277081	0.080327231	0.029446925	0.307411166	0.064759583	0.021431473	0.071017067	0.0166806	0.011730276	0.316656956	0.030430371	0.057371696	0.042212267	0.354223261	0.343781769	0.322658361	0.371923999	0.378742894	0.337483505	0.031168772
Cellulophaga_fucicola	0.001098162	0.001623799	0	0.001676889	0.001445277	0.000995254	0.000971451	0	0.000120587	0	9.24E-05	0.000133192	0	0.001286409	0.000609156	0	0	0	0	0.000820159	0	6.69E-05	0.000205166	0.001472036	0.001139447	0.001660728	0.001235798	0.00109113	0.000999079	0
Cellulophaga_lytica	0.005275586	0.001956597	5.48E-05	0.00291738	0.004187276	0.0044994	0.010190411	8.18E-05	0.001724609	0.000556832	0.00091806	0.000521123	0.000474098	0.009818171	0.000739287	0.000717299	0.000753048	0.00016401	8.02E-05	0.004222362	9.50E-05	0.000501071	0.001246275	0.011152311	0.010593466	0.005509559	0.01132523	0.011112569	0.006516203	0.000236056
Cellulophaga_omnivescoria	1.54E-06	0	0	0	0	0	5.86E-07	0	0	0	0	0	0	9.75E-07	0	0	0	0	0	0	0	0	0	3.45E-07	0	0	8.20E-07	1.00E-06	2.47E-06	0
Cellulophaga_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.70E-06	0	0	0	0	0
Cellulophaga_sp._An8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-07	0	0	0	0	0	0
Cellulophaga_sp._HaHaR_3_176	0.000116324	5.29E-05	3.16E-06	4.51E-05	0.000104745	0.000104848	0.000202618	0	3.98E-05	3.63E-05	2.32E-05	3.42E-05	9.32E-06	0.000163116	1.49E-05	2.26E-05	5.09E-05	1.71E-06	4.09E-06	0.000110363	7.08E-06	1.74E-05	3.10E-05	0.000209946	0.000186837	9.74E-05	0.000200865	0.000236317	0.000132159	1.74E-05
Cellulophaga_sp._HaHa_2_1	0.001181178	0.000203768	8.64E-05	0.000262168	0.000878245	0.001036235	0.002338754	1.80E-05	0.000260638	0.000146738	0.000148842	0.000131736	7.86E-05	0.00154863	9.68E-05	4.23E-05	8.70E-05	4.04E-05	2.20E-05	0.001049288	2.67E-05	0.000188809	0.000195999	0.002065677	0.002036782	0.001172398	0.002339872	0.002454625	0.001371884	6.44E-05
Cellulophaga_sp._HaHa_2_95	0.000870126	8.88E-05	5.34E-05	0.000120367	0.000688899	0.000829201	0.001990697	5.27E-06	6.39E-05	2.47E-05	6.86E-05	5.82E-05	2.06E-05	0.001107046	3.23E-05	1.39E-05	3.86E-05	1.82E-05	1.02E-06	0.000759655	2.46E-05	0.000111462	2.58E-05	0.00161269	0.001546093	0.000803742	0.001782369	0.001937932	0.000894536	1.74E-05
Cellulophaga_sp._L1A9	0.001142232	0.000205883	6.54E-05	0.000295146	0.000911985	0.000960128	0.002086581	2.11E-05	0.000179823	8.11E-05	0.000141521	0.000136831	5.72E-05	0.001439128	8.35E-05	6.01E-05	0.000111563	3.13E-05	7.15E-06	0.000996067	2.88E-05	0.000188809	8.60E-05	0.001806433	0.001736162	0.00115972	0.002040624	0.002097479	0.001236767	4.43E-05
Changchengzhania_lutea	0.000112737	0.000114928	1.81E-05	0.000118168	0.000103738	0.000130394	6.30E-05	4.75E-05	0.000102816	9.34E-05	9.61E-05	6.77E-05	5.19E-05	8.94E-05	5.02E-05	7.12E-05	8.78E-05	3.25E-05	2.35E-05	0.000101399	3.04E-05	7.62E-05	0.000106948	6.86E-05	7.47E-05	9.58E-05	6.64E-05	5.64E-05	0.00012131	1.94E-05
Constantimarinum_furrinae	8.05E-05	4.58E-05	1.23E-05	5.88E-05	0.000102227	0.000385861	6.39E-05	2.29E-05	9.73E-05	0.000113529	7.29E-05	6.70E-05	0.000236168	5.49E-05	3.28E-05	4.42E-05	0.000136172	2.85E-06	2.86E-05	7.73E-05	1.04E-05	2.84E-05	0.000189451	0.000137206	6.66E-05	0.000216528	0.000199499	9.25E-05	0.000149911	8.05E-06
Costertonia_aggregata	0.000466322	0.000292608	3.10E-05	0.000483115	0.000407397	0.000398102	0.000198219	4.53E-05	0.000471348	0.000533663	0.000190627	0.000479637	0.000141247	0.000225178	0.000259749	0.000398072	0.000658712	2.33E-05	9.45E-05	0.000409519	2.88E-05	9.46E-05	0.000981742	0.000240283	0.000234031	0.000561858	0.000187747	0.000194928	0.000534058	3.96E-05
Croceibacter_atlanticus	2.61E-05	2.96E-05	1.15E-06	0.000106626	2.67E-05	2.87E-05	1.38E-05	1.76E-06	4.23E-05	7.72E-06	5.86E-05	3.20E-05	1.13E-05	1.69E-05	2.82E-05	2.74E-05	3.12E-05	1.48E-05	7.66E-06	2.02E-05	2.92E-06	1.57E-05	7.77E-05	1.34E-05	1.29E-05	3.75E-05	7.93E-06	2.24E-05	3.65E-05	2.08E-05
uncultured_Croceibacter_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83E-06	0	0	0
Dokdonia_donghaensis	9.38E-05	2.47E-05	4.30E-06	4.56E-05	6.65E-05	8.30E-05	3.55E-05	3.52E-06	2.33E-05	2.32E-05	1.31E-05	2.40E-05	6.55E-06	4.74E-05	2.20E-05	1.68E-05	4.35E-05	6.26E-06	0	0.000112604	4.58E-06	9.63E-06	1.70E-05	5.58E-05	3.49E-05	7.61E-05	3.63E-05	5.14E-05	8.38E-05	1.41E-05
Dokdonia_eikasta	0	0	0	0	0	0	1.76E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26E-06	0	0	1.67E-06	0	0
Dokdonia_sp._4H-3-7-5	0.00363936	0.000179795	3.21E-05	0.00037594	0.002906166	0.002778196	0.001744682	1.05E-05	9.44E-05	0.00011044	0.000129931	0.0001674	8.59E-05	0.001509638	0.000158821	3.75E-05	0.000136172	2.56E-05	2.09E-05	0.003636374	2.88E-05	9.32E-05	6.02E-05	0.002489361	0.001494696	0.003560296	0.001740283	0.001901216	0.003758134	7.91E-05
Dokdonia_sp._Dokd-P16	0.00256887	0.000237612	5.02E-05	0.000242382	0.0020954	0.002015523	0.001392227	2.73E-05	6.85E-05	0.00014056	0.000111326	0.000242366	6.24E-05	0.001081377	0.000126545	7.98E-05	0.000232969	5.07E-05	2.09E-05	0.002452073	3.67E-05	0.000102511	9.25E-05	0.001865728	0.001229957	0.002490838	0.001366702	0.001403883	0.002437535	5.03E-05
Dokdonia_sp._MED134	0.000115299	2.54E-05	0	2.09E-05	0.000154096	0.000113363	6.95E-05	1.32E-06	1.78E-05	1.08E-05	8.54E-06	1.82E-05	3.78E-06	4.87E-05	6.66E-06	1.54E-05	1.31E-05	0	7.15E-06	0.000163584	5.83E-06	1.01E-05	2.44E-05	5.90E-05	7.82E-05	9.63E-05	7.38E-05	8.44E-05	8.09E-05	2.68E-06
Dokdonia_sp._PRO95	0.00089626	4.09E-05	1.46E-05	9.67E-05	0.000740264	0.000657826	0.000516074	5.27E-06	5.50E-06	2.39E-05	1.95E-05	4.29E-05	6.80E-06	0.000416239	2.87E-05	7.21E-06	2.95E-05	8.54E-06	6.64E-06	0.000963575	7.08E-06	1.54E-05	3.49E-06	0.000705681	0.000369795	0.000951305	0.000480983	0.000593796	0.000910809	1.07E-05
uncultured_Dokdonia_sp.	6.15E-06	0	0	0	0	0	8.80E-06	0	0	0	0	1.97E-05	0	0	0	0	0	0	0	6.72E-06	0	0	0	7.58E-06	3.56E-06	1.37E-05	2.73E-06	0	6.41E-06	0
Euzebyella_marina	0.001942154	0.002749106	9.41E-05	0.003246602	0.001812388	0.001753138	0.000674415	0.000391657	0.001223643	0.003344856	0.001150472	0.003134746	0.001194434	0.000928008	0.002025226	0.001498059	0.003944071	0.000328589	0.000605127	0.001797739	0.000213758	0.000360899	0.001778834	0.001007328	0.000951641	0.001859001	0.000829422	0.000778377	0.001826549	0.000493571
Flavivirga_eckloniae	4.61E-06	2.82E-06	1.72E-06	6.05E-06	5.04E-06	7.98E-06	2.35E-06	0	8.89E-06	7.72E-06	2.14E-06	3.64E-06	1.01E-06	4.87E-06	1.02E-06	4.81E-06	8.20E-06	0	1.53E-06	1.68E-06	8.33E-07	2.20E-06	7.86E-06	2.76E-06	3.56E-06	6.09E-06	3.28E-06	2.67E-06	2.96E-06	2.01E-06
Flavobacterium_anhuiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.73E-07	0	0	0	0	0	5.92E-06	0
Flavobacterium_arcticum	2.56E-06	4.23E-06	0	8.79E-06	4.03E-06	4.79E-06	1.76E-06	4.40E-07	7.19E-06	7.72E-07	3.36E-06	0	2.52E-07	1.62E-06	5.12E-07	5.29E-06	2.46E-06	1.14E-06	5.11E-07	2.24E-06	0	2.87E-06	3.06E-06	2.41E-06	3.23E-06	5.58E-06	1.64E-06	1.67E-06	2.96E-06	0
Flavobacterium_branchiophilum	1.02E-06	0	0	0	2.52E-06	0	0	0	0	0	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34E-07	4.93E-07	0
Flavobacterium_columnare	3.07E-06	2.12E-06	0	6.05E-06	1.01E-05	1.54E-05	4.69E-06	0	4.23E-07	7.72E-07	9.15E-07	2.91E-06	1.01E-06	5.20E-06	2.05E-06	4.33E-06	6.56E-06	0	0	1.57E-05	0	1.18E-06	2.18E-06	6.21E-06	6.14E-06	1.42E-05	6.29E-06	3.34E-06	6.90E-06	0
Flavobacterium_commune	0	7.05E-07	0	0	0	0	0	0	0	7.72E-07	0	2.18E-06	0	0	0	0	8.20E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium_crassostreae	1.02E-06	2.82E-06	5.74E-07	3.30E-06	0	6.39E-06	2.93E-06	0	1.27E-06	3.86E-06	0	7.28E-07	0	0	0	0	0	0	0	7.84E-06	4.17E-07	0	0	2.07E-06	2.59E-06	3.55E-06	2.19E-06	2.67E-06	1.48E-06	0
Flavobacterium_crocinum	0	0	0	0	0	0	0	0	0	0	0	0	5.04E-07	1.30E-06	0	4.81E-07	0	0	0	0	0	0	8.73E-07	0	0	0	0	0	1.97E-06	0
Flavobacterium_faecale	6.15E-06	7.05E-07	0	5.50E-07	5.04E-07	2.66E-06	2.35E-06	0	0	3.86E-06	3.05E-07	0	0	1.30E-06	0	4.81E-07	8.20E-07	0	5.11E-07	7.28E-06	0	1.69E-07	0	2.76E-06	2.26E-06	4.56E-06	1.37E-06	1.67E-06	6.90E-06	0
Flavobacterium_fluviale	0	0	0	1.10E-06	0	0	0	0	0	0	0	0	0	0	0	9.62E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium_gilvum	5.12E-07	0	0	0	5.04E-07	0	0	0	0	0	0	0	0	1.95E-06	0	0	0	0	0	2.80E-06	0	0	0	0	3.23E-07	0	2.73E-07	1.67E-06	2.47E-06	0
Flavobacterium_haoranii	8.71E-05	2.89E-05	0	3.63E-05	6.75E-05	9.37E-05	4.49E-05	0	3.00E-05	2.32E-05	2.14E-05	1.82E-05	6.04E-06	5.78E-05	5.64E-06	2.60E-05	3.61E-05	6.83E-06	3.06E-06	0.000163023	5.83E-06	1.18E-05	2.27E-05	5.79E-05	5.69E-05	7.61E-05	7.21E-05	6.64E-05	0.000126734	4.69E-06
Flavobacterium_indicum	5.12E-07	7.05E-07	1.15E-06	5.50E-07	0	0	2.93E-07	0	1.69E-06	0	1.22E-06	7.28E-07	7.55E-07	3.25E-07	0	2.40E-06	8.20E-07	0	0	2.24E-06	0	1.18E-06	1.31E-06	0	1.29E-06	0	1.09E-06	0	0	2.01E-06
Flavobacterium_johnsoniae	0	0	0	0	0	0	0	1.76E-06	3.38E-06	0.000453343	0	0.000198696	0	0	0	0	0.000292852	0	0	0	8.33E-07	3.38E-07	0	0	0	0	0	0	2.47E-06	3.35E-06
Flavobacterium_kingsejongi	0	0	0	0	0	0	2.93E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45E-07	0	0	0	3.34E-07	0	0
Flavobacterium_magnum	0	0	0	0	0	0	0	0	0	0	0	0	2.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium_nackdongense	1.54E-06	0	0	5.50E-07	0	0	2.93E-07	0	0	0	0	0	0	9.75E-07	5.12E-07	0	8.20E-07	0	0	0	0	0	0	1.03E-06	3.23E-07	5.07E-07	0	0	0	0
