GeneFamily	Description
K03182	ubiD; 4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]
K03183	"ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]"
K03184	ubiF; 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]
K03185	ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]
K03186	"ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]"
K03188	ureF; urease accessory protein
K03189	ureG; urease accessory protein
K03190	"ureD, ureH; urease accessory protein"
K03192	ureJ; urease accessory protein
K03195	"virB10, lvhB10; type IV secretion system protein VirB10"
K03196	"virB11, lvhB11; type IV secretion system protein VirB11 [EC:7.4.2.8]"
K03197	"virB2, lvhB2; type IV secretion system protein VirB2"
K03198	"virB3, lvhB3; type IV secretion system protein VirB3"
K03199	"virB4, lvhB4; type IV secretion system protein VirB4 [EC:7.4.2.8]"
K03200	"virB5, lvhB5; type IV secretion system protein VirB5"
K03201	"virB6, lvhB6; type IV secretion system protein VirB6"
K03203	"virB8, lvhB8; type IV secretion system protein VirB8"
K03204	"virB9, lvhB9; type IV secretion system protein VirB9"
K03205	"virD4, lvhD4; type IV secretion system protein VirD4 [EC:7.4.2.8]"
K03210	yajC; preprotein translocase subunit YajC
K03212	rumB; 23S rRNA (uracil747-C5)-methyltransferase [EC:2.1.1.189]
K03214	"yfiF, trmG; RNA methyltransferase, TrmH family [EC:2.1.1.-]"
K03215	rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]
K03216	"trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]"
K03217	"yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase"
K03218	rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]
K03224	"yscN, sctN, hrcN, ssaN; ATP synthase in type III secretion protein N [EC:7.4.2.8]"
K03226	"yscR, sctR, hrcR, ssaR; type III secretion protein R"
K03227	"yscS, sctS, hrcS, ssaS; type III secretion protein S"
K03228	"yscT, sctT, hrcT, ssaT; type III secretion protein T"
K03230	"yscV, sctV, hrcV, ssaV, invA; type III secretion protein V"
K03231	EEF1A; elongation factor 1-alpha
K03234	EEF2; elongation factor 2
K03236	EIF1A; translation initiation factor 1A
K03237	EIF2S1; translation initiation factor 2 subunit 1
K03238	EIF2S2; translation initiation factor 2 subunit 2
K03242	EIF2S3; translation initiation factor 2 subunit 3
K03243	EIF5B; translation initiation factor 5B
K03263	EIF5A; translation initiation factor 5A
K03264	EIF6; translation initiation factor 6
K03265	"ETF1, ERF1; peptide chain release factor subunit 1"
K03269	"lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]"
K03270	kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]
K03271	"gmhA, lpcA; D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]"
K03272	"gmhC, hldE, waaE, rfaE; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]"
K03273	"gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]"
K03274	"gmhD, rfaD; ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]"
K03275	"waaO, rfaI; UDP-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]"
K03277	"waaU, rfaK; heptosyltransferase IV [EC:2.4.-.-]"
K03281	"TC.CIC; chloride channel protein, CIC family"
K03282	mscL; large conductance mechanosensitive channel
K03284	corA; magnesium transporter
K03286	"TC.OOP; OmpA-OmpF porin, OOP family"
K03289	"nupG; MFS transporter, NHS family, nucleoside permease"
K03290	"nanT; MFS transporter, SHS family, sialic acid transporter"
K03291	"MFS.SET; MFS transporter, SET family, sugar efflux transporter"
K03292	"TC.GPH; glycoside/pentoside/hexuronide:cation symporter, GPH family"
K03293	"TC.AAT; amino acid transporter, AAT family"
K03294	"TC.APA; basic amino acid/polyamine antiporter, APA family"
K03296	"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family"
K03297	"emrE, qac, mmr, smr; small multidrug resistance pump"
K03298	"TC.DME; drug/metabolite transporter, DME family"
K03299	"TC.GNTP; gluconate:H+ symporter, GntP family"
K03303	lctP; lactate permease
K03304	tehA; tellurite resistance protein
K03305	"TC.POT; proton-dependent oligopeptide transporter, POT family"
K03306	"TC.PIT; inorganic phosphate transporter, PiT family"
K03307	"TC.SSS; solute:Na+ symporter, SSS family"
K03308	"TC.NSS; neurotransmitter:Na+ symporter, NSS family"
K03310	"TC.AGCS; alanine or glycine:cation symporter, AGCS family"
K03311	"TC.LIVCS; branched-chain amino acid:cation transporter, LIVCS family"
K03312	"gltS; glutamate:Na+ symporter, ESS family"
K03313	"nhaA; Na+:H+ antiporter, NhaA family"
K03314	"nhaB; Na+:H+ antiporter, NhaB family"
K03315	"nhaC; Na+:H+ antiporter, NhaC family"
K03316	"TC.CPA1; monovalent cation:H+ antiporter, CPA1 family"
K03317	"TC.CNT; concentrative nucleoside transporter, CNT family"
K03319	"TC.DASS; divalent anion:Na+ symporter, DASS family"
K03320	"amt, AMT, MEP; ammonium transporter, Amt family"
K03321	"TC.SULP; sulfate permease, SulP family"
K03322	mntH; manganese transport protein
K03324	yjbB; phosphate:Na+ symporter
K03325	"ACR3, arsB; arsenite transporter"
K03326	"TC.DCUC, dcuC, dcuD; C4-dicarboxylate transporter, DcuC family"
K03327	"TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family"
K03328	"TC.PST; polysaccharide transporter, PST family"
K03332	fruA; fructan beta-fructosidase [EC:3.2.1.80]
K03335	iolE; inosose dehydratase [EC:4.2.1.44]
K03336	"iolD; 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]"
K03337	iolB; 5-deoxy-glucuronate isomerase [EC:5.3.1.30]
K03338	iolC; 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]
K03365	FCY1; cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
K03366	"butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]"
K03367	dltA; D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]
K03379	chnB; cyclohexanone monooxygenase [EC:1.14.13.22]
K03381	"catA; catechol 1,2-dioxygenase [EC:1.13.11.1]"
K03385	nrfA; nitrite reductase (cytochrome c-552) [EC:1.7.2.2]
K03386	"PRDX2_4, ahpC; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]"
K03387	ahpF; alkyl hydroperoxide reductase subunit F [EC:1.6.4.-]
K03388	hdrA2; heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
K03389	hdrB2; heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
K03390	hdrC2; heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
K03392	ACMSD; aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]
K03394	cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]
K03399	cbiE; cobalt-precorrin-7 (C5)-methyltransferase [EC:2.1.1.289]
K03402	"argR, ahrC; transcriptional regulator of arginine metabolism"
K03405	"chlI, bchI; magnesium chelatase subunit I [EC:6.6.1.1]"
K03406	mcp; methyl-accepting chemotaxis protein
K03407	"cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
K03408	cheW; purine-binding chemotaxis protein CheW
K03409	cheX; chemotaxis protein CheX
K03410	cheC; chemotaxis protein CheC
K03411	cheD; chemotaxis protein CheD [EC:3.5.1.44]
K03412	"cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"
K03413	"cheY; two-component system, chemotaxis family, chemotaxis protein CheY"
K03414	cheZ; chemotaxis protein CheZ
K03415	"cheV; two-component system, chemotaxis family, chemotaxis protein CheV"
K03417	prpB; methylisocitrate lyase [EC:4.1.3.30]
K03424	tatD; TatD DNase family protein [EC:3.1.21.-]
K03426	"E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]"
K03427	hsdM; type I restriction enzyme M protein [EC:2.1.1.72]
K03430	phnW; 2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]
K03431	glmM; phosphoglucosamine mutase [EC:5.4.2.10]
K03432	"psmA, prcA; proteasome alpha subunit [EC:3.4.25.1]"
K03433	"psmB, prcB; proteasome beta subunit [EC:3.4.25.1]"
K03435	"fruR1, fruR; LacI family transcriptional regulator, fructose operon transcriptional repressor"
K03437	"spoU; RNA methyltransferase, TrmH family"
K03438	"mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]"
K03439	"trmB, METTL1, TRM8; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]"
K03442	mscS; small conductance mechanosensitive channel
K03446	"emrB; MFS transporter, DHA2 family, multidrug resistance protein"
K03449	"MFS.CP; MFS transporter, CP family, cyanate transporter"
K03451	"TC.BCT; betaine/carnitine transporter, BCCT family"
K03453	"TC.BASS; bile acid:Na+ symporter, BASS family"
K03455	"TC.KEF; monovalent cation:H+ antiporter-2, CPA2 family"
K03457	"TC.NCS1; nucleobase:cation symporter-1, NCS1 family"
K03458	"TC.NCS2; nucleobase:cation symporter-2, NCS2 family"
K03459	focB; formate transporter
K03462	NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]
K03464	catC; muconolactone D-isomerase [EC:5.3.3.4]
K03465	"thyX, thy1; thymidylate synthase (FAD) [EC:2.1.1.148]"
K03466	"ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family"
K03469	"rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]"
K03470	rnhB; ribonuclease HII [EC:3.1.26.4]
K03472	epd; D-erythrose 4-phosphate dehydrogenase [EC:1.2.1.72]
K03473	pdxB; erythronate-4-phosphate dehydrogenase [EC:1.1.1.290]
K03474	pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]
K03475	"PTS-Ula-EIIC, ulaA, sgaT; PTS system, ascorbate-specific IIC component"
K03477	"ulaR; DeoR family transcriptional regulator, ulaG and ulaABCDEF operon transcriptional repressor"
K03478	chbG; chitin disaccharide deacetylase [EC:3.5.1.105]
K03482	"yidP; GntR family transcriptional regulator, glv operon transcriptional regulator"
K03484	"scrR; LacI family transcriptional regulator, sucrose operon repressor"
K03485	"treR; LacI family transcriptional regulator, trehalose operon repressor"
K03487	"ascG; LacI family transcriptional regulator, asc operon repressor"
K03488	"licT, bglG; beta-glucoside operon transcriptional antiterminator"
K03495	"gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme"
K03496	"parA, soj; chromosome partitioning protein"
K03497	"parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein"
K03498	"trkH, trkG, ktrB; trk system potassium uptake protein"
K03499	"trkA, ktrA; trk system potassium uptake protein"
K03500	"rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]"
K03501	"gidB, rsmG; 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]"
K03502	umuC; DNA polymerase V
K03503	umuD; DNA polymerase V [EC:3.4.21.-]
K03517	nadA; quinolinate synthase [EC:2.5.1.72]
K03518	coxS; aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]
K03519	"coxM, cutM; aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]"
K03520	"coxL, cutL; aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]"
K03521	"fixA, etfB; electron transfer flavoprotein beta subunit"
K03522	"fixB, etfA; electron transfer flavoprotein alpha subunit"
K03523	bioY; biotin transport system substrate-specific component
K03524	"birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]"
K03525	coaX; type III pantothenate kinase [EC:2.7.1.33]
K03526	"gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]"
K03527	"ispH, lytB; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]"
K03528	zipA; cell division protein ZipA
K03529	smc; chromosome segregation protein
K03530	hupB; DNA-binding protein HU-beta
K03531	ftsZ; cell division protein FtsZ
K03532	"torC; trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorC"
K03533	torD; TorA specific chaperone
K03534	rhaM; L-rhamnose mutarotase [EC:5.1.3.32]
K03535	"gudP; MFS transporter, ACS family, glucarate transporter"
K03536	rnpA; ribonuclease P protein component [EC:3.1.26.5]
K03538	"POP4, RPP29; ribonuclease P protein subunit POP4 [EC:3.1.26.5]"
K03540	"RPR2, RPP21; ribonuclease P protein subunit RPR2 [EC:3.1.26.5]"
K03543	"emrA; membrane fusion protein, multidrug efflux system"
K03544	"clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX"
K03545	tig; trigger factor
K03546	"sbcC, rad50; DNA repair protein SbcC/Rad50"
K03547	"sbcD, mre11; DNA repair protein SbcD/Mre11"
K03548	perM; putative permease
K03549	kup; KUP system potassium uptake protein
K03550	ruvA; holliday junction DNA helicase RuvA [EC:3.6.4.12]
K03551	ruvB; holliday junction DNA helicase RuvB [EC:3.6.4.12]
K03553	recA; recombination protein RecA
K03554	rdgC; recombination associated protein RdgC
K03555	mutS; DNA mismatch repair protein MutS
K03556	"malT; LuxR family transcriptional regulator, maltose regulon positive regulatory protein"
K03557	"fis; Fis family transcriptional regulator, factor for inversion stimulation protein"
K03558	cvpA; membrane protein required for colicin V production
K03559	exbD; biopolymer transport protein ExbD
K03560	tolR; biopolymer transport protein TolR
K03561	exbB; biopolymer transport protein ExbB
K03562	tolQ; biopolymer transport protein TolQ
K03563	csrA; carbon storage regulator
K03564	"BCP, PRXQ, DOT5; peroxiredoxin Q/BCP [EC:1.11.1.15]"
K03565	recX; regulatory protein
K03566	"gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
K03567	gcvR; glycine cleavage system transcriptional repressor
K03568	tldD; TldD protein
K03569	mreB; rod shape-determining protein MreB and related proteins
K03570	mreC; rod shape-determining protein MreC
K03571	mreD; rod shape-determining protein MreD
K03572	mutL; DNA mismatch repair protein MutL
K03573	mutH; DNA mismatch repair protein MutH
K03574	"mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]"
K03575	mutY; A/G-specific adenine glycosylase [EC:3.2.2.31]
K03576	"metR; LysR family transcriptional regulator, regulator for metE and metH"
K03577	"acrR, smeT; TetR/AcrR family transcriptional regulator, acrAB operon repressor"
K03578	hrpA; ATP-dependent helicase HrpA [EC:3.6.4.13]
K03579	hrpB; ATP-dependent helicase HrpB [EC:3.6.4.13]
K03580	hepA; ATP-dependent helicase HepA [EC:3.6.4.-]
K03581	recD; exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]
K03582	recB; exodeoxyribonuclease V beta subunit [EC:3.1.11.5]
K03583	recC; exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]
K03584	recO; DNA repair protein RecO (recombination protein O)
K03585	"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system"
K03586	ftsL; cell division protein FtsL
K03587	ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
K03588	"ftsW, spoVE; cell division protein FtsW"
K03589	ftsQ; cell division protein FtsQ
K03590	ftsA; cell division protein FtsA
K03591	ftsN; cell division protein FtsN
K03592	pmbA; PmbA protein
K03593	"mrp, NUBPL; ATP-binding protein involved in chromosome partitioning"
K03594	bfr; bacterioferritin [EC:1.16.3.1]
K03595	"era, ERAL1; GTPase"
K03596	lepA; GTP-binding protein LepA
K03597	rseA; sigma-E factor negative regulatory protein RseA
K03598	rseB; sigma-E factor negative regulatory protein RseB
K03599	"sspA, mglA; stringent starvation protein A"
K03600	sspB; stringent starvation protein B
K03601	xseA; exodeoxyribonuclease VII large subunit [EC:3.1.11.6]
K03602	xseB; exodeoxyribonuclease VII small subunit [EC:3.1.11.6]
K03603	"fadR; GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA"
K03604	"purR; LacI family transcriptional regulator, purine nucleotide synthesis repressor"
K03605	"hyaD, hybD; hydrogenase maturation protease [EC:3.4.23.-]"
K03606	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
K03607	proQ; ProP effector
K03608	minE; cell division topological specificity factor
K03609	minD; septum site-determining protein MinD
K03610	minC; septum site-determining protein MinC
K03611	dsbB; disulfide bond formation protein DsbB
K03612	rnfG; Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G
K03613	rnfE; Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E
K03614	rnfD; Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.2.1.2]
K03615	rnfC; Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.2.1.2]
K03616	rnfB; Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2]
K03617	rnfA; Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A
K03620	hyaC; Ni/Fe-hydrogenase 1 B-type cytochrome subunit
K03621	plsX; phosphate acyltransferase [EC:2.3.1.274]
K03622	ssh10b; archaea-specific DNA-binding protein
K03624	greA; transcription elongation factor GreA
K03625	nusB; transcription antitermination protein NusB
K03628	rho; transcription termination factor Rho
K03629	recF; DNA replication and repair protein RecF
K03630	radC; DNA repair protein RadC
K03631	recN; DNA repair protein RecN (Recombination protein N)
K03632	mukB; chromosome partition protein MukB
K03633	mukF; chromosome partition protein MukF
K03634	lolA; outer membrane lipoprotein carrier protein
K03635	"MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]"
K03636	"moaD, cysO; sulfur-carrier protein"
K03637	"moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]"
K03638	moaB; molybdopterin adenylyltransferase [EC:2.7.7.75]
K03639	"moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22]"
K03640	pal; peptidoglycan-associated lipoprotein
K03641	tolB; TolB protein
K03642	rlpA; rare lipoprotein A
K03643	"lptE, rlpB; LPS-assembly lipoprotein"
K03644	lipA; lipoyl synthase [EC:2.8.1.8]
K03645	seqA; negative modulator of initiation of replication
K03646	tolA; colicin import membrane protein
K03647	nrdI; protein involved in ribonucleotide reduction
K03648	"UNG, UDG; uracil-DNA glycosylase [EC:3.2.2.27]"
K03650	"mnmE, trmE, MSS1; tRNA modification GTPase [EC:3.6.-.-]"
K03651	"cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]"
K03654	recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]
K03655	recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]
K03656	rep; ATP-dependent DNA helicase Rep [EC:3.6.4.12]
K03657	"uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]"
K03658	helD; DNA helicase IV [EC:3.6.4.12]
K03664	smpB; SsrA-binding protein
K03665	hflX; GTPase
K03666	hfq; host factor-I protein
K03667	hslU; ATP-dependent HslUV protease ATP-binding subunit HslU
K03668	hslJ; heat shock protein HslJ
K03669	mdoH; membrane glycosyltransferase [EC:2.4.1.-]
K03670	mdoG; periplasmic glucans biosynthesis protein
K03671	trxA; thioredoxin 1
K03672	trxC; thioredoxin 2 [EC:1.8.1.8]
